Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,Company,Region,Producer,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Color,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,"sunvirtue co., ltd.",vietnam tutra,"Yeh, Li Chuan",2014,"January 19th, 2016",Other,5.580887624071622,7.440916809734168,9.10337326567019,8.605274150106192,5.02852196815154,8.211563976631508,10.0,10.0,10.0,8.216569728680986,0.11,Green,m,1040.0,1040.0,1040.0
juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2015,"July 20th, 2015",Washed / Wet,7.498670350367282,9.009649696625438,8.267880659461541,9.897631019615783,9.073991343213212,8.28850829704434,10.0,10.0,10.0,8.207489386388106,0.11,Green,ft,3657.6,3657.6,3657.6
cafebras,Brazil,santa fé 2,,via seca,cafebras comercio de cafés do brasil sa,cerrado,Antonio Batista Francisquine,2015,"May 26th, 2015",Natural / Dry,8.639463155430903,6.347350064954766,7.944186043015767,5.5767149374845015,8.133567580369405,8.602382525309446,10.0,10.0,10.0,8.099117597188085,0.12,Green,m,900.0,900.0,900.0
essencecoffee,Colombia,,,,essence coffee,huila,Mercedes Narvaez,2014,"March 21st, 2015",Washed / Wet,3.428592947891496,9.539819104834688,7.732778370191148,6.033164552882786,9.416895960050805,8.099822835585536,10.0,10.0,10.0,8.239511361873994,0.0,,m,1200.0,2000.0,1600.0
joshua marsceau,United States of America,"kampung keling, jumaraj, gurusinga, gongsol",,pt. olam indonesia,olam specialty coffee,berastagi,PT. Olam Indonesia,2014,"February 20th, 2015",Other,6.212642938993688,7.845624215207546,8.85183480051816,7.8017343137358175,6.090343129898328,8.653694491373958,10.0,10.0,10.0,8.165885727068229,0.0,,m,1200.0,1200.0,1200.0
juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),"siembras vision, s.a.",antigua,"SIEMBRAS VISIÓN, S.A.",2014,"March 24th, 2014",Washed / Wet,6.7744438362695165,5.907381261190581,10.0,10.0,8.890792001352061,8.849103323268187,10.0,10.0,10.0,8.663302296706991,0.1,Green,m,1500.0,1500.0,1500.0
"coffeebythebag.com , inc",Colombia,,,trilladora picaleña,"coffeebythebag.com , inc.",santander,Mrs. Galeano,2013,"January 20th, 2014",Natural / Dry,8.917862089811088,8.754264946310311,5.1158194462705335,6.613276372899951,9.11803694615224,8.300816987381817,10.0,10.0,10.0,8.631346054352331,0.0,Green,m,1800.0,1800.0,1800.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2013,"May 10th, 2013",Washed / Wet,8.850067963685724,7.087659817189101,9.153598608807322,6.9622928569740905,8.525658112113144,8.177787612676171,10.0,10.0,10.0,8.970580414756796,0.11,Green,m,1600.0,1950.0,1775.0
edwin agasso,Tanzania,burka coffee estate,,rafiki (coffee) limited,tcb,arusha,BURKA COFFEE ESTATE,2012,"April 19th, 2013",Washed / Wet,5.912955150473696,7.5647299681274776,8.236887679502441,4.794337317678535,9.075932870868883,8.140972449987915,10.0,10.0,10.0,8.696106969842889,0.11,Green,m,1400.0,1400.0,1400.0
armando luis pohlenz martinez,Mexico,,,finca custepec,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,"August 30th, 2012",Washed / Wet,7.234467891188181,7.724644790312669,6.6784857274292735,7.590093875716032,9.129894583238073,8.433140911290124,10.0,10.0,10.0,8.308247912308588,0.12,Green,m,1550.0,1550.0,1550.0
alfredo bojalil,Mexico,santa rosa,,,ecomtrading,veracruz,OLIVIA HERNANDEZ VIRUES,2012,"July 11th, 2012",Washed / Wet,8.07747749453029,3.846436433597478,6.502427355069487,8.410333299726684,9.045263287853908,8.531759434843371,10.0,10.0,10.0,8.599881336914763,0.12,Blue-Green,m,1250.0,1250.0,1250.0
juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"July 9th, 2012",Washed / Wet,6.983464763283735,7.732855541567048,8.007952730241486,5.124550620635735,9.043215909295284,8.341993751483482,10.0,10.0,10.0,8.740064120516369,0.11,Green,ft,3931.92,3931.92,3931.92
alfredo bojalil,Mexico,finca nueva linda,,agroindustrias unidas de mexico,ecomtrading,la concordia,OCTAVIO MOGUEL FARRERA,2012,"June 6th, 2012",Washed / Wet,7.109840288041317,7.7551299330186385,8.229667703635679,5.4798310361001255,9.144339736471432,8.51700337275137,10.0,10.0,10.0,7.841244546904115,0.11,,m,1380.0,1380.0,1380.0
the coffee source inc.,El Salvador,several farms,,la majada cooperative,,santa ana,La Majada Cooperative,2010-2011,"August 23rd, 2011",,7.981197456664868,9.820878118385448,9.662036056802584,7.146897546027428,9.116656370014496,8.362295064423666,10.0,10.0,10.0,8.641912388167157,0.0,,m,1200.0,1200.0,1200.0
juan luis alvarado romero,Guatemala,providencia,11-43367-27,beneficio 2000,inmobiliaria e inversiones dos mil s.a.,santa rosa,PLANTACIONES AGROPECUARIAS S.A,,"January 9th, 2018",Washed / Wet,7.1051388280692445,9.63982193801774,5.3699007112811605,6.278543145527482,8.904805942515269,8.144412171276011,10.0,10.0,10.0,8.304969921572141,0.1,Green,m,1100.0,1100.0,1100.0
juan luis alvarado romero,Guatemala,linda vista,11-973-276,linda vista,mercon guatemala s.a.,santa rosa,PABLO ARTURO CHUY FLORES,2017,"October 17th, 2017",Washed / Wet,6.7671728813808425,6.766538297108418,10.0,8.380941375813611,8.491254661350501,8.331753939317666,10.0,10.0,10.0,8.276890136651629,0.11,Green,m,1800.0,1800.0,1800.0
juan luis alvarado romero,Guatemala,las merceditas,11/23/0693,beneficio ixchel,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,2017,"September 19th, 2017",Washed / Wet,7.450974323680352,5.652844031897574,9.00576902824526,7.370425168498027,8.900582563674405,8.132541294253999,10.0,10.0,10.0,7.746316638816174,0.11,Green,m,1700.0,1700.0,1700.0
juan luis alvarado romero,Guatemala,las delicias,11/23/0632,beneficio ixchel,"unex guatemala, s.a.",santa rosa,OTTO BECKER,2017,"September 8th, 2017",Washed / Wet,6.0293289508749925,10.0,6.545911596981702,7.6940630955726945,8.536119207605799,7.670111215167347,10.0,10.0,10.0,7.723016046796277,0.1,Green,ft,3657.6,3657.6,3657.6
juan luis alvarado romero,Guatemala,la esmeralda,11/23/0690,beneficio ixchel,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,2017,"August 22nd, 2017",Washed / Wet,6.058089520185344,10.0,9.071921033857492,8.806928967169991,8.666309944636579,8.714201983493796,10.0,10.0,10.0,8.314021245376525,0.1,Green,ft,3657.6,3657.6,3657.6
sanjava coffee,Indonesia,various,sran toraja,sapan toraja,pt. shriya artha nusantara,sapan toraja,vary farm,2017,"August 8th, 2017",Other,8.222739714291812,4.367859162913482,10.0,7.604603206985952,4.851111681382712,8.313765287729339,10.0,10.0,10.0,8.062501668956624,0.12,Blue-Green,m,1500.0,1500.0,1500.0
juan luis alvarado romero,Guatemala,la esmeralda,11/23/0369,beneficio ixchel,"unex guatemala, s.a.",el progreso,JESUS RAMIREZ,2017,"June 1st, 2017",Washed / Wet,4.676414412030424,7.286928261584351,6.180072750534213,6.8769212796568295,9.149658117693825,8.34294191265147,10.0,10.0,10.0,8.661286488685063,0.12,Green,ft,473.65920000000017,473.65920000000017,473.65920000000017
"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161220,大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",2016,"June 1st, 2017",Natural / Dry,5.9260288765577185,9.003372217949828,6.960242705008395,8.790592618105652,9.376179338005178,8.601383029170016,9.33,10.0,10.0,8.094436184118651,0.0,Green,m,650.0,650.0,650.0
consejo salvadoreño del café,El Salvador,la montaña,13,soc. coop. de caf. de ciudad barrios de r.l.,soc. coop. de caf. de ciudad barrios de r.l.,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,2017,"May 8th, 2017",Washed / Wet,7.8368690689953535,5.888043577175442,8.68501156633251,6.442261416018146,9.493185836696695,8.684339460998066,10.0,10.0,10.0,8.464145309725593,0.0,,m,1250.0,1250.0,1250.0
"ceca, s.a.",Costa Rica,gamboa,8866-2,beneficio montañas del diamante,"ceca,s.a.",tarrazu,Martin Gutierrez,2016,"April 28th, 2017",Washed / Wet,7.070418323652673,9.970611862901588,7.10095684813563,8.149272548876077,8.870763217255544,8.277268039100639,10.0,10.0,10.0,8.529452686284,0.09,Bluish-Green,m,1850.0,1850.0,1850.0
bismarck castro,Honduras,los hicaques,103,cigrah s.a de c.v.,cigrah s.a de c.v,comayagua,Reinerio Zepeda,2017,"April 6th, 2017",Natural / Dry,9.071168338123382,5.90823914974616,8.583098876263229,6.799893725541545,5.999166581662071,8.727434382549264,10.0,10.0,10.0,8.325994924173061,0.09,Green,m,1400.0,1400.0,1400.0
ipanema coffees,Brazil,capoeirinha,260/15,dry mill,ipanema coffees,south of minas,Ipanema Agricola,2015,"April 25th, 2016",Pulped natural / honey,8.461623929029031,5.338364795524974,8.048969116501768,8.373475113282238,8.158715256700813,8.36528995700028,10.0,10.0,10.0,8.236496218573873,0.11,Bluish-Green,m,905.0,905.0,905.0
yunnan coffee exchange,China,man ganna estate,YNC-16057,"puwen lvyou coffee co.,ltd",yunnan coffee exchange,yunnan,"Puwen Lvyou Coffee Co.,Ltd",2015,"April 6th, 2016",Natural / Dry,6.178077701849044,9.536971132531924,10.0,5.389625309130733,10.0,8.083299214981231,10.0,10.0,10.0,8.250176951058048,0.1,Green,m,1100.0,1100.0,1100.0
yunnan coffee exchange,China,pu'er lingdu yunlin coffee co.ltd,YNC-16014,pu'er lingdu yunlin coffee co.ltd mill,yunnan coffee exchange,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,2015,"April 5th, 2016",Washed / Wet,6.781803179406072,6.702240169073512,8.989208151195555,7.480033545403754,9.321246492571694,8.569171151087543,10.0,10.0,10.0,8.264264575425836,0.11,Green,m,1500.0,1500.0,1500.0
racafe & cia s.c.a,Colombia,,,,racafe & cia s.c.a,huila,La Plata,2014,"November 7th, 2014",Washed / Wet,9.050779961933202,6.9204892078836595,7.557808290418332,5.779502827970822,8.649262531609855,8.305612589354661,10.0,10.0,10.0,8.629884579960121,0.0,Blue-Green,m,1600.0,1950.0,1775.0
afca,Malawi,msese,,mzuzu coffee coop union,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Planters Coop Union,2014,"November 4th, 2014",Washed / Wet,4.66297201441475,5.609074747591431,7.480555182970253,6.068929156001383,9.009305252025737,8.464205361036317,10.0,10.0,10.0,7.861278773799933,0.12,Bluish-Green,m,1442.0,1442.0,1442.0
juan luis alvarado romero,Guatemala,el morito,,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,2014,"June 16th, 2014",Washed / Wet,6.272547373480091,8.350331333648906,7.455076579688817,6.8564834869668125,9.207418708876652,8.21158307630295,10.0,10.0,10.0,8.688259057019602,0.13,Green,ft,4572.0,4572.0,4572.0
coffee export,Colombia,,,trilladora mercedes,coffee export,huila,,2014,"May 27th, 2014",Washed / Wet,7.645352867720418,6.982209596067134,6.311021204657651,7.3843138199929825,9.223916648291251,8.329297310342051,10.0,10.0,10.0,7.4514593122837915,0.12,Green,m,165.0,165.0,165.0
eileen koyanagi,United States of America,,,,kona pacific farmers cooperative,kona,,2013,"February 5th, 2014",Natural / Dry,5.7430793714875605,4.0901365218555465,4.950242609504357,7.378841258771215,9.56885262792151,8.998569945552916,10.0,10.0,10.0,8.41792971809902,0.1,Blue-Green,ft,,,
eileen koyanagi,United States of America,,,,kona pacific farmers cooperative,kona,,2013,"February 4th, 2014",Natural / Dry,7.240909866439459,5.0650602879150215,10.0,9.013475436168047,8.30699397378768,8.247995076648737,9.33,9.33,10.0,8.296554812277714,0.1,Green,ft,,,
the coffee source inc.,Colombia,several,,antioquia,the coffee source inc.,antioquia,several,2013,"January 21st, 2014",Washed / Wet,8.068302966502536,4.543443808435722,7.481195030872378,7.0317544912356285,9.096021061786033,8.081042765182117,10.0,10.0,10.0,8.215147622976923,0.1,Green,m,1300.0,1300.0,1300.0
nestor mendez gomez,Mexico,san lorenzo,,algel de albino de corzo,cesmach s.c.,chiapas,CARLOS O. VELAZCO LOPEZ,2013,"March 29th, 2013",Washed / Wet,8.23773674064571,8.467173449574688,10.0,10.0,8.781840830613335,8.485980096575071,10.0,10.0,10.0,8.008170942714969,0.12,Green,m,1550.0,1550.0,1550.0
sergio de la vequia bernardi,Mexico,tlamatoca,,cafetalera la cuchilla,,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,2012,"July 11th, 2012",Washed / Wet,5.584706661394608,4.049784429189035,7.168920145008137,6.832713182456057,9.40864391845165,8.375458160664303,10.0,10.0,10.0,8.865965373511818,0.12,,m,1200.0,1200.0,1200.0
romulo bello flores,Mexico,,,,cafe shunuc,atoyac de alvarez,ROMULO BELLO FLORES,2012,"June 6th, 2012",Natural / Dry,5.840894431528603,6.962364705865803,6.234882187903358,8.241336483457781,7.535322676669577,8.323513546673407,6.67,10.0,10.0,8.729135703063715,0.12,,m,1200.0,1200.0,1200.0
,Colombia,supply chain ecom cca s.a.,,south huila,ecom cca s.a.,south huila,Supply Chain ECOM CCA S.A.,2012,"April 11th, 2012",Washed / Wet,6.236253789268449,5.356312718684175,7.8628785298618515,10.0,9.103266723386607,8.373491710742659,10.0,10.0,10.0,8.04683519881667,0.0,Blue-Green,m,1400.0,1850.0,1625.0
racafe & cia s.c.a,Colombia,,,,c.i.racafe & cia s.c.a,huila,LA PLATA,2012,"March 5th, 2012",Washed / Wet,7.286019978982383,10.0,7.373332471719617,6.8177453522783065,9.209704854065986,8.437687558902205,10.0,10.0,10.0,8.065635749454593,0.11,Green,m,1600.0,1950.0,1775.0
kona pacific farmers cooperative,United States of America,,,,cqi,kona,,2012,"February 23rd, 2012",Washed / Wet,7.889912988099451,9.74902813186606,7.7335913565596375,7.030266021148993,8.930447044190451,8.430664324526733,9.33,10.0,10.0,8.642661035675852,0.12,Green,ft,,,
rachel peterson,Panama,hacienda la esmeralda,,hacienda la esmeralda,hacienda la esmeralda,boquete,Price Peterson,2012,"February 23rd, 2012",Washed / Wet,7.55893912904302,7.678006570444441,5.999095300635005,8.413006604012285,8.976551714342841,7.792275850801097,10.0,10.0,10.0,8.265700512819398,0.0,Green,m,1100.0,1100.0,1100.0
kona pacific farmers cooperative,United States of America,,,,,kona,,,"June 29th, 2010",,8.860619922496973,5.079865049075577,8.496205399483651,8.762370946384975,10.0,8.537893923549376,10.0,10.0,10.0,8.556952490252272,0.0,,ft,,,
ipanema coffees,Brazil,capoeirinha,019/17,dry mill,ipanema coffees,south of minas,Ipanema Agricola S.A,2017 / 2018,"October 20th, 2017",Natural / Dry,4.618270486262997,7.491070489038867,7.8509151919512945,8.122760960190348,8.894887012621172,8.46727585114441,10.0,10.0,10.0,8.734473953573456,0.0,Green,m,890.0,890.0,890.0
ipanema coffees,Brazil,capoeirinha,007/16D,dry mill,ipanema coffees,south of minas,Ipanema Agricola,2016,"August 16th, 2016",Natural / Dry,4.919702299438299,9.496248557962048,6.801860611753714,6.2025247896411075,6.762755311182432,8.564910631323201,10.0,10.0,10.0,8.621751394860272,0.11,Bluish-Green,m,934.0,934.0,934.0
cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,1,non,宸嶧國際,"paksong,laos","Paksong,Laos",2015,"June 2nd, 2016",Washed / Wet,6.435155256488072,5.503123946031698,7.4601513389284495,7.175427102371407,9.372045951493,8.361248919107062,10.0,10.0,10.0,7.7501009748783005,0.13,Bluish-Green,m,1300.0,1300.0,1300.0
consejo salvadoreño del café,El Salvador,el barbaro,1,santa adelaida,consejo salvadoreño del café,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",2016,"March 29th, 2016",Washed / Wet,6.640333284004838,10.0,6.817509961193035,9.1064168667574,9.05351831559955,8.953555598572557,10.0,10.0,9.33,8.355861986617429,0.0,Green,m,1200.0,1200.0,1200.0
josé luis rojas yeo,Mexico,gabriel bernard rivas ross,53,beneficio dos puentes,finca kassandra,veracruz,Finca Kassandra,2016,"February 25th, 2016",,5.137030686854142,6.278779341340535,9.077215257481477,6.3312460722653565,9.812746951641108,8.742990752728225,10.0,10.0,10.0,7.633911033816675,0.11,Green,m,1300.0,1300.0,1300.0
federacion nacional de cafeteros,Colombia,,,,federacion nacional de cafeteros,huila,,2015,"November 3rd, 2015",Washed / Wet,4.5182842788709126,5.815955947819963,8.612419327116626,5.6109807892184485,8.998890013008017,8.467225343463303,10.0,10.0,10.0,8.233382131321234,0.0,Green,m,,,
ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,ipanema coffees,south of minas,Ipanema Agrícola SA,2015/2016,"October 8th, 2015",Natural / Dry,6.655205285570776,9.341717643212412,8.603985359804685,7.794797811063327,9.682635723723552,8.730302495264858,10.0,10.0,10.0,8.24518222129759,0.0,Green,m,1.0,1.0,1.0
bourbon specialty coffees,Brazil,santa maria,,,bourbon specialty coffees,monte carmelo,MANOEL CARDOSO AND GALILEO CARDOSO,2014,"January 15th, 2015",Natural / Dry,5.806416584723202,8.316798125542093,5.519694132324926,8.805483319439809,6.621244122037581,8.826938759590627,10.0,10.0,10.0,7.731939153363321,0.12,,m,,,
nitin coffee estate,Tanzania,nitin,,nitin coffee estate,nitin coffee estate,karatu arusha,Nitin Coffee Estate,2014,"December 18th, 2014",Washed / Wet,6.799185609606385,7.722085006367309,10.0,6.803737117541419,8.882783543958476,8.732165983385418,10.0,10.0,10.0,8.739345285965324,0.12,Green,m,1700.0,1700.0,1700.0
taylor winch (t) ltd,Tanzania,ampcg,,taylor winch (t) ltd,taylor winch (t) ltd,mbinga,Taylor Winch (T) ltd,2014,"December 15th, 2014",Washed / Wet,6.815080087914008,6.95305150908758,8.741115851898954,7.89410177849178,8.944969663608331,8.41830701634318,10.0,10.0,10.0,8.597799987538544,0.12,Green,m,1550.0,1550.0,1550.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,伊娜咖啡莊園,,伊娜咖啡莊園,宸嶧國際,嘉義阿里山,林道明,2014,"November 23rd, 2014",Washed / Wet,4.0005944362055015,5.5956165397703,6.4287542152112325,9.006138289621644,8.542577427853306,8.446416116426345,10.0,10.0,10.0,8.856396098864554,0.08,Green,m,1200.0,1200.0,1200.0
productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,,la yerba,productos y servicios chilindron s.a. de c.v.,la yerba,AVELINO CHAVEZ REYNA,2014,"August 15th, 2014",Natural / Dry,6.0245499904361335,4.9992025312826485,8.73358644086132,5.729055972362209,8.206645201854561,8.556859325217747,10.0,10.0,10.0,8.189893977294032,0.11,Green,m,1296.0,1296.0,1296.0
kawacom uganda ltd,Uganda,bugisu shamba,,kawacom,afca,mt elgon,Kawacom Uganda Ltd,2013,"June 25th, 2014",Washed / Wet,7.922952554648344,7.580175706202656,9.34495141853258,8.901985785651807,8.899106009222113,8.257781839845128,10.0,10.0,10.0,8.57227650352783,0.12,Green,m,1400.0,1900.0,1650.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhuo wu shan coffee 卓武山咖啡農場,,zhuo wu shan coffee 卓武山咖啡農場,blossom valley宸嶧國際,chiayi alishan 嘉義縣阿里山鄉,Xu ding ye 許定燁,2013/2014,"December 26th, 2013",Washed / Wet,9.044182460160973,7.914161817944975,7.302544699719776,8.964912838438932,9.124045739366213,8.358481138959995,10.0,10.0,10.0,8.278125018594158,0.11,Green,m,1240.0,1240.0,1240.0
松澤宏樹 koju matsuzawa,Thailand,m10,,m10,"coffeas co., ltd",phahi,Koju Matsuzawa,2013,"September 3rd, 2013",Washed / Wet,6.34074927142284,6.5127182415257865,9.352068108902225,7.9969294433822276,8.783273135076211,7.630326431534629,10.0,10.0,10.0,8.558774387109088,0.11,Bluish-Green,m,1500.0,1500.0,1500.0
exportadora de cafe condor s.a,Colombia,,,trilladora boananza,exportadora de cafe condor s.a,huila,,2012,"January 22nd, 2013",Washed / Wet,7.392635168048892,8.67508559319905,9.539157753712642,10.0,9.091473387158846,8.483497197067354,10.0,10.0,10.0,8.000463226008359,0.11,Bluish-Green,m,1800.0,1800.0,1800.0
adam kline,El Salvador,,,,atlantic specialty coffee,,,2012,"August 17th, 2012",Washed / Wet,5.9377482552842435,5.994981421696595,6.388983143638835,8.178302778648975,9.07113982986116,8.830581110048357,10.0,10.0,9.33,8.25633109418009,0.0,None,m,,,
juan luis alvarado romero,Guatemala,finca medina,,,finca medina,antigua,-,2012,"July 17th, 2012",Washed / Wet,8.143099428130435,7.875558587099367,6.432953208394117,6.862860281450162,9.01045701911357,8.1180270061749,10.0,10.0,10.0,8.848644807598617,0.11,Green,m,1500.0,1500.0,1500.0
doi tung development project,Thailand,doi tung development project,,doi tung development project,mae fah luang foundation,thailand,Doi Tung Development Project,2012,"June 13th, 2012",Washed / Wet,9.869563037652918,10.0,5.294377397241583,4.702431918359479,8.988826136982722,8.190007991562304,10.0,10.0,9.33,8.275712884873109,0.12,Bluish-Green,m,,,
montegrande,Mexico,finca monte grande,,,cafe montegrande,,AMIN JAVIER MOISES CEJA,2012,"June 6th, 2012",Washed / Wet,5.188989999677125,9.950223871971874,8.919075431836465,10.0,8.906478089772456,8.663053417245749,10.0,10.0,10.0,8.002647112944809,0.11,,m,1100.0,1100.0,1100.0
grupo cafetalero los brujos spr de rl,Mexico,finca castillos,,,grupo cafetalero los brujos,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,2012,"June 6th, 2012",Washed / Wet,6.5548822777187405,7.508725978267063,6.968657850237429,6.000171516334159,8.776354288070033,8.491293206268502,10.0,10.0,10.0,8.404755174039698,0.12,,m,950.0,950.0,950.0
george a. fernandez,Colombia,la canada,,the beneficio is designed to be ecologic,,52 narino (exact location: mattituy; municipal region: florida code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,Spring 2011 in Colombia.,"November 16th, 2011",,6.599160208148247,7.7687452100985395,8.298843208082912,6.97428450337574,9.194731350771876,8.952314938232872,10.0,10.0,10.0,7.589914920407642,0.11,Green,m,1800.0,5900.0,3850.0
kona pacific farmers cooperative,United States of America,,,,,kona,,,"September 20th, 2011",,7.9739058577989015,6.290291672153982,6.9660353880744825,8.52951916746832,8.771402791627152,8.359750232339335,10.0,10.0,9.33,8.155417491670287,0.03,,ft,,,
young kim,Mexico,kassandra,,,,mexico,Finca Kassandra,2010-2011,"April 6th, 2011",,7.172746969569008,7.1489569051304125,5.52405809887109,9.220090045366694,9.430644320592762,8.239587259343024,10.0,10.0,10.0,8.031075673190925,0.0,,m,1400.0,1400.0,1400.0
exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,,huila,,4T/10,"February 9th, 2011",,7.592268854893315,7.1400496829992175,6.634044545703322,7.44647375740378,7.91784045208496,8.095541657286306,10.0,10.0,10.0,8.660413413641072,0.08,,m,1800.0,1800.0,1800.0
racafe & cia s.c.a,Colombia,,,,,,,2009-2010,"September 3rd, 2010",,6.156894423154205,7.37070860454968,7.8517668408110035,10.0,9.137640301489988,8.516904482789966,10.0,10.0,10.0,8.351870894777736,0.21,,m,,,
juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,2017,"September 8th, 2017",Washed / Wet,7.097778935585414,6.207456882076572,9.554581541335645,7.394363135962343,9.162907255877887,8.640818445392059,10.0,10.0,10.0,8.241070153523523,0.1,Green,ft,3657.6,3657.6,3657.6
"lin, che-hao krude 林哲豪",Taiwan,林園咖啡 lin yuan coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 lin yuan coffee,taiwan coffee laboratory,國姓鄉 guoshing township,林文弘 Lin Wen Hong,2016,"August 22nd, 2017",Pulped natural / honey,9.64971093474036,6.173755231941133,10.0,5.678852840053742,7.468361898072633,8.51437123210458,10.0,10.0,10.0,7.8218199068078045,0.11,Green,m,1050.0,1050.0,1050.0
gabriel barbara,Brazil,,GO-669-16,copag armazéns gerais ltda.,volcafe ltda.,south of minas,,2016,"April 19th, 2017",Pulped natural / honey,5.2280179553765995,7.715539188150911,7.243527441085567,6.882582854139709,7.802839473520841,8.45037224411421,10.0,10.0,10.0,7.521621052187197,0.11,Green,m,,,
cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,宸嶧國際,changhua baguashan 彰化市八卦山,陳勝樂0912326001,2016 / 2017,"February 13th, 2017",,5.941858107433737,10.0,7.641908745417254,8.361082362847329,9.349225308752288,8.191910629863433,10.0,10.0,10.0,7.452759870663017,0.11,Blue-Green,m,200.0,200.0,200.0
bourbon specialty coffees,Brazil,,43102245/P4615,dinamo armazens gerais ltda,bourbon specialty coffees,campos altos - cerrado,,2016,"December 28th, 2015",,5.681581085323929,8.152443479720722,8.313879866790327,7.992499550853725,8.99759909864615,8.551888586558293,10.0,10.0,10.0,7.864499278352658,0.0,Green,m,,,
andry simarmata,Indonesia,small holders farmer,,sarimakmur,pt. sari makmur tunggal mandiri,aceh,SMALL HOLDERS FARMER,2015,"September 15th, 2015",Semi-washed / Semi-pulped,7.37980439852693,10.0,5.719666983672982,8.364121312469868,8.531364287145658,8.406721859866398,10.0,10.0,10.0,8.284937200237483,0.13,Blue-Green,m,1200.0,1300.0,1250.0
doi tung development project,Thailand,,,,doi tung development project,thailand,Doi Tung Development Project,2014,"June 9th, 2015",Washed / Wet,7.941179964864093,8.603029846981272,7.021451992286165,6.72537592766739,8.573591294025901,8.917474408779139,10.0,10.0,10.0,8.401475841247848,0.12,Green,m,800.0,800.0,800.0
松澤宏樹 koju matsuzawa,Thailand,,,,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",2014,"February 15th, 2015",Washed / Wet,5.257506188091221,9.806460680954947,6.000941006448668,9.762160961419331,9.072547858977726,8.38250991746412,10.0,10.0,10.0,7.639402911827957,0.12,Blue-Green,m,1400.0,1500.0,1450.0
tembo coffee company ltd,Tanzania,lubanda amcos,,tembo coffee company ltd,tembo coffee company ltd,ikand village,Tembo Coffee Company Ltd,2014,"December 12th, 2014",Washed / Wet,8.520643988890868,8.026638992898514,9.830503885129435,8.726438047488541,8.334569344342492,8.19583171327192,10.0,10.0,10.0,8.592563135287126,0.12,,m,1317.0,1317.0,1317.0
kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,,kawacom,kawacom uganda ltd,eastern,Sipi organic coffee project,2013,"June 30th, 2014",Natural / Dry,6.263871016680263,4.724699682101155,8.479532129741068,7.862688285099328,8.818685280099633,8.65740657554154,10.0,10.0,10.0,8.783646733559152,0.12,Green,m,1400.0,1900.0,1650.0
eric thormaehlen,Costa Rica,various,,coricafe sa,coricafe s.a.,central valley,VARIOS,2013,"May 9th, 2014",Washed / Wet,7.476930098234531,4.1242187839383035,7.7697314537729225,8.936333404880838,9.209854719614034,8.635229047437008,10.0,10.0,10.0,8.477828504300088,0.11,Green,m,1200.0,1400.0,1300.0
